Species,Length,Sex,Quadrat,Interval,Year
Ptristis,20.0,f,34,6,2013
Ptristis,19.5,f,34,6,2013
Ptristis,20.5,f,34,6,2013
Ptristis,19.0,f,34,6,2013
Ptristis,16.0,f,34,6,2013
Ptristis,16.0,f,34,6,2013
Ptristis,16.0,f,34,6,2013
Ptristis,17.0,m,34,6,2013
Ptristis,17.5,m,34,6,2013
Ptristis,17.5,m,34,6,2013
Ptristis,18.0,m,34,6,2013
Sslecontei,18.0,m,34,6,2013
Sslecontei,15.5,m,34,6,2013
Ainterstitialis,16.0,m,34,6,2013
Cgoryi,17.0,m,34,6,2013
Cgoryi,16.0,m,34,6,2013
Cgoryi,16.0,m,34,6,2013
Cgoryi,15.0,m,34,6,2013
Cgoryi,16.5,f,35,6,2013
Cgoryi,24.5,f,35,6,2013
Cgoryi,27.0,f,35,6,2013
Cgoryi,15.0,f,35,6,2013
Plachrymosus,16.5,f,35,6,2013
Plachrymosus,21.0,f,35,6,2013
Plachrymosus,16.5,f,35,6,2013
Pmoestus,17.5,f,35,6,2013
Pmoestus,15.5,f,35,6,2013
Pmoestus,13.0,m,35,6,2013
Ptristis,18.0,m,35,6,2013
Ptristis,15.5,m,35,6,2013
Ptristis,14.0,m,35,6,2013
Ptristis,22.5,n,35,6,2013
Ainterstitialis,23.0,f,36,6,2013
Plachrymosus,27.0,f,36,6,2013
Plachrymosus,24.5,f,36,6,2013
Plachrymosus,23.0,f,36,6,2013
Pmoestus,23.0,f,36,6,2013
Ptristis,19.0,f,36,6,2013
Ptristis,19.0,f,36,6,2013
Ptristis,17.5,f,36,6,2013
Ptristis,17.0,f,36,6,2013
Cgoryi,18.0,f,36,6,2013
Ainterstitialis,20.0,f,36,6,2013
Alucidula,15.5,f,36,6,2013
Cgoryi,16.5,f,36,6,2013
Cgoryi,16.0,f,36,6,2013
Cgoryi,8.0,f,36,6,2013
Cgoryi,24.5,m,36,6,2013
Cgoryi,24.0,m,36,6,2013
Cgoryi,22.0,m,36,6,2013
Cgoryi,17.5,m,36,6,2013
Cgoryi,18.5,m,36,6,2013
Cgoryi,20.0,m,36,6,2013
Cgoryi,21.0,m,36,6,2013
Cgoryi,16.0,m,36,6,2013
Cgoryi,14.0,m,36,6,2013
Cgoryi,17.5,f,37,6,2013
Padoxus,14.5,m,37,6,2013
Padoxus,16.0,m,37,6,2013
Padoxus,15.5,f,38,6,2013
Pangustatus,15.0,f,38,6,2013
Plachrymosus,15.0,f,38,6,2013
Plachrymosus,18.0,f,38,6,2013
Plachrymosus,18.0,f,38,6,2013
Plachrymosus,16.5,f,38,6,2013
Plachrymosus,15.0,f,38,6,2013
Plachrymosus,19.5,f,38,6,2013
Plachrymosus,11.5,m,38,6,2013
Plachrymosus,18.5,m,38,6,2013
Plachrymosus,21.5,m,38,6,2013
Plachrymosus,13.0,m,38,6,2013
Plachrymosus,15.5,m,38,6,2013
Plachrymosus,19.0,f,39,6,2013
Plachrymosus,19.0,f,39,6,2013
Pmoestus,22.0,m,39,6,2013
Pmoestus,18.0,m,39,6,2013
Pmoestus,19.0,f,40,6,2013
Pmoestus,14.0,f,40,6,2013
Ptristis,25.0,f,40,6,2013
Ptristis,11.0,f,40,6,2013
Ptristis,10.5,f,40,6,2013
Ptristis,20.0,f,40,6,2013
Sphaeroderus?,12.0,f,40,6,2013
Cgoryi,17.0,f,40,6,2013
Cgoryi,14.5,f,40,6,2013
Cgoryi,17.0,f,40,6,2013
Cgoryi,12.5,m,40,6,2013
Cgoryi,17.0,m,40,6,2013
Cgoryi,23.5,m,40,6,2013
Cgoryi,19.0,m,40,6,2013
Cseximpressus,17.0,m,40,6,2013
Plachrymosus,22.0,f,41,6,2013
Plachrymosus,15.0,f,41,6,2013
Plachrymosus,18.0,m,41,6,2013
Plachrymosus,18.0,m,41,6,2013
Plachrymosus,23.0,m,41,6,2013
Plachrymosus,24.0,f,1,7,2013
Plachrymosus,16.0,f,1,7,2013
Plachrymosus,18.0,f,1,7,2013
Plachrymosus,14.0,f,1,7,2013
Pmoestus,16.5,f,1,7,2013
Pmoestus,18.0,m,1,7,2013
Pmoestus,21.5,f,2,7,2013
Pmoestus,19.0,f,2,7,2013
Pmoestus,21.5,m,2,7,2013
Pmoestus,15.5,f,3,7,2013
Pmoestus,15.5,f,3,7,2013
Pmoestus,16.5,f,3,7,2013
Ptristis,16.0,f,3,7,2013
Ptristis,16.5,f,3,7,2013
Ptristis,24.5,m,3,7,2013
Ptristis,16.5,m,3,7,2013
Ptristis,15.0,m,3,7,2013
Cemarginatus,18.0,f,4,7,2013
Cemarginatus,17.5,f,4,7,2013
Cfucatus,17.5,f,4,7,2013
Cgoryi,15.0,f,4,7,2013
Cgoryi,17.0,f,4,7,2013
Cseximpressus,17.5,f,4,7,2013
Padoxus,16.5,f,4,7,2013
Padoxus,20.0,f,4,7,2013
Phamiltoni,17.0,f,4,7,2013
Popaculus,15.0,f,4,7,2013
Pparmarginatus,8.0,m,4,7,2013
Pstygicus,15.0,m,4,7,2013
Sslecontei,16.0,f,5,7,2013
Sslecontei,17.0,f,5,7,2013
Sslecontei,17.0,f,5,7,2013
Cconvivus,18.5,f,5,7,2013
Cconvivus,17.0,f,5,7,2013
Cemarginatus,15.5,f,5,7,2013
Cfucatus,16.0,f,5,7,2013
Cfucatus,17.0,f,5,7,2013
Cfucatus,16.0,f,5,7,2013
Cfucatus,16.5,f,5,7,2013
Dpolitus,15.5,f,5,7,2013
Dteter,17.0,f,5,7,2013
Dteter,17.0,m,5,7,2013
Phamiltoni,16.0,m,5,7,2013
Phamiltoni,18.0,m,5,7,2013
Pstygicus,18.5,m,5,7,2013
Pstygicus,18.5,f,7,7,2013
Pstygicus,16.0,f,7,7,2013
Pstygicus,17.5,f,7,7,2013
Ptenuicolle,16.5,f,7,7,2013
Sslecontei,15.5,f,7,7,2013
Sslecontei,16.0,m,7,7,2013
Aferreum,16.0,m,7,7,2013
Ainterstitialis,16.5,m,7,7,2013
Ainterstitialis,17.0,m,7,7,2013
Atrigeminum,16.5,m,7,7,2013
Cconvivus,15.0,m,7,7,2013
Cemarginatus,17.0,m,7,7,2013
Cemarginatus,14.0,m,7,7,2013
Cemarginatus,16.0,m,7,7,2013
Cseximpressus,16.0,m,7,7,2013
Cseximpressus,14.0,m,7,7,2013
Dpolitus,16.0,f,8,7,2013
Mcoracinus,28.0,f,9,7,2013
Padoxus,28.5,f,9,7,2013
Padoxus,18.0,f,9,7,2013
Pangustatus,17.0,f,9,7,2013
Pangustatus,17.0,f,9,7,2013
Pangustatus,19.0,f,9,7,2013
Pstygicus,17.5,f,9,7,2013
Pstygicus,16.0,f,9,7,2013
Cadvena,21.0,f,9,7,2013
Cconvivus,21.0,f,9,7,2013
Cconvivus,14.0,f,9,7,2013
Cconvivus,25.0,m,9,7,2013
Cconvivus,18.5,m,9,7,2013
Cfucatus,17.5,m,9,7,2013
Dteter,17.0,m,9,7,2013
Mcoracinus,20.0,m,9,7,2013
Padoxus,14.0,m,9,7,2013
Popaculus,20.0,f,11,7,2013
Pstygicus,15.5,f,11,7,2013
Cconvivus,16.0,m,11,7,2013
Cconvivus,21.5,f,12,7,2013
Cconvivus,16.0,f,12,7,2013
Cconvivus,16.0,f,12,7,2013
Cconvivus,16.5,f,12,7,2013
Cconvivus,16.5,f,12,7,2013
Cemarginatus,17.0,f,12,7,2013
Cemarginatus,16.0,f,12,7,2013
Cemarginatus,17.5,f,12,7,2013
Cemarginatus,16.5,f,12,7,2013
Cemarginatus,27.5,f,12,7,2013
Cfucatus,15.0,m,12,7,2013
Cfucatus,16.0,m,12,7,2013
Cfucatus,16.5,m,12,7,2013
Cfucatus,16.0,m,12,7,2013
Cfucatus,15.0,m,12,7,2013
Cfucatus,16.0,f,13,7,2013
Cfucatus,15.0,f,13,7,2013
Cfucatus,16.5,m,13,7,2013
Cfucatus,23.0,f,14,7,2013
Cfucatus,27.0,f,14,7,2013
Cfucatus,17.0,f,14,7,2013
Cfucatus,21.0,f,14,7,2013
Cfucatus,23.0,m,14,7,2013
Cfucatus,17.0,f,15,7,2013
Cfucatus,18.0,f,15,7,2013
Cfucatus,16.5,m,15,7,2013
Cseximpressus,15.5,m,15,7,2013
Cseximpressus,26.0,f,16,7,2013
Cseximpressus,17.0,f,16,7,2013
Dteter,17.0,f,16,7,2013
Padoxus,17.0,f,16,7,2013
Pmoestus,16.0,m,16,7,2013
Pstygicus,17.0,m,16,7,2013
Ptenuicolle,16.0,m,16,7,2013
Sslecontei,14.0,m,16,7,2013
Unknown,4.5,f,18,7,2013
Cconvivus,14.5,f,19,7,2013
Cconvivus,21.0,f,19,7,2013
Cconvivus,15.0,f,19,7,2013
Cconvivus,15.5,m,20,7,2013
Cconvivus,16.5,f,22,7,2013
Cconvivus,17.5,f,22,7,2013
Cconvivus,20.5,f,22,7,2013
Cconvivus,24.0,f,22,7,2013
Cconvivus,16.0,m,22,7,2013
Cconvivus,15.0,m,22,7,2013
Cconvivus,18.0,m,22,7,2013
Cconvivus,13.5,m,22,7,2013
Cconvivus,15.5,m,22,7,2013
Cconvivus,14.0,m,22,7,2013
Cconvivus,8.5,m,22,7,2013
Cconvivus,15.0,m,22,7,2013
Cemarginatus,17.0,m,23,7,2013
Cfucatus,15.0,m,23,7,2013
Cfucatus,26.5,f,27,7,2013
Cfucatus,18.0,f,27,7,2013
Cfucatus,28.0,f,28,7,2013
Cfucatus,28.0,f,28,7,2013
Cgoryi,18.5,f,28,7,2013
Cseximpressus,18.0,f,28,7,2013
Cseximpressus,24.0,m,28,7,2013
Cseximpressus,17.0,m,28,7,2013
Cseximpressus,15.0,m,28,7,2013
Cseximpressus,11.0,m,28,7,2013
Dteter,15.0,m,28,7,2013
Padoxus,9.0,f,29,7,2013
Pstygicus,17.0,f,29,7,2013
Ptristis,17.5,f,29,7,2013
Sslecontei,25.0,m,29,7,2013
Sslecontei,16.0,m,29,7,2013
Sslecontei,17.0,m,29,7,2013
Cconvivus,15.0,f,30,7,2013
Cgoryi,24.0,f,30,7,2013
Cssodalis,10.0,f,30,7,2013
Dteter,20.0,f,30,7,2013
Naeneus,17.0,f,30,7,2013
Cconvivus,20.0,f,30,7,2013
Cemarginatus,16.0,f,30,7,2013
Cemarginatus,21.0,f,30,7,2013
Cfucatus,19.0,f,30,7,2013
Cgoryi,19.0,f,30,7,2013
Cgregarius,24.0,m,30,7,2013
Cgregarius,20.0,m,30,7,2013
Cseximpressus,10.0,m,30,7,2013
Dpiceus,16.0,m,30,7,2013
Padoxus,17.0,m,30,7,2013
Padoxus,18.0,m,30,7,2013
Padoxus,22.0,f,31,7,2013
Pangustatus,22.0,f,31,7,2013
Pangustatus,19.5,f,31,7,2013
Pangustatus,18.0,f,31,7,2013
Pangustatus,22.0,m,31,7,2013
Phamiltoni,23.5,m,31,7,2013
Sslecontei,24.0,m,31,7,2013
Sslecontei,16.0,m,31,7,2013
Sslecontei,17.5,m,31,7,2013
Sslecontei,17.0,m,31,7,2013
Amelanarium,22.5,f,32,7,2013
Cconvivus,16.5,f,32,7,2013
Cconvivus,17.5,f,32,7,2013
Cemarginatus,17.0,f,32,7,2013
Cemarginatus,19.5,f,32,7,2013
Cemarginatus,17.0,m,32,7,2013
Cfucatus,16.0,f,33,7,2013
Cfucatus,16.5,f,33,7,2013
Cgoryi,19.0,f,33,7,2013
Cseximpressus,17.0,f,33,7,2013
Cseximpressus,20.5,f,33,7,2013
Cseximpressus,18.0,f,33,7,2013
Cseximpressus,16.0,f,33,7,2013
Phamiltoni,25.0,m,33,7,2013
Phamiltoni,17.0,m,33,7,2013
Pstygicus,17.0,m,33,7,2013
Pstygicus,16.5,m,33,7,2013
Pstygicus,17.5,m,33,7,2013
Ptristis,16.0,m,33,7,2013
Cemarginatus,16.5,m,33,7,2013
Cemarginatus,14.0,m,33,7,2013
Nnitidipennis,14.0,m,33,7,2013
Phamiltoni,15.0,m,33,7,2013
Pmoestus,14.0,m,33,7,2013
Pmoestus,13.0,f,34,7,2013
Pmoestus,26.0,f,34,7,2013
Pmoestus,25.0,f,34,7,2013
Ptenuicolle,16.0,f,34,7,2013
Ptristis,19.0,f,34,7,2013
Cconvivus,16.0,f,34,7,2013
Cemarginatus,15.5,m,34,7,2013
Cemarginatus,18.0,m,34,7,2013
Cemarginatus,16.5,m,34,7,2013
Dteter,18.0,m,34,7,2013
Plachrymosus,17.5,m,34,7,2013
Plachrymosus,14.0,m,34,7,2013
Pmoestus,15.5,m,34,7,2013
Pmoestus,15.0,m,34,7,2013
Prostratus,14.5,m,34,7,2013
Prostratus,14.0,m,34,7,2013
Sandrewsi,14.0,m,34,7,2013
Cgoryi,14.0,m,34,7,2013
Dteter,16.0,m,34,7,2013
Dteter,15.0,m,34,7,2013
Padoxus,16.0,m,34,7,2013
Plachrymosus,25.0,f,35,7,2013
Plachrymosus,24.0,f,35,7,2013
Plachrymosus,29.0,f,35,7,2013
Plachrymosus,21.0,f,35,7,2013
Pmoestus,20.0,f,35,7,2013
Pmoestus,16.5,f,35,7,2013
Pmoestus,28.0,f,36,7,2013
Pmoestus,28.5,f,36,7,2013
Pmoestus,22.0,f,36,7,2013
Pmoestus,16.5,f,36,7,2013
Scanadensis,25.5,m,36,7,2013
Alugubris,20.5,m,36,7,2013
Cemarginatus,16.5,m,36,7,2013
Cemarginatus,18.0,m,36,7,2013
Cemarginatus,16.5,m,36,7,2013
Dteter,18.0,m,36,7,2013
Dteter,17.0,m,36,7,2013
Dteter,18.0,m,36,7,2013
Plachrymosus,16.5,m,36,7,2013
Pmoestus,13.0,m,37,7,2013
Pmoestus,16.0,f,38,7,2013
Pmoestus,18.5,f,38,7,2013
Pmoestus,17.0,m,38,7,2013
Pmoestus,15.0,f,40,7,2013
Pmoestus,17.0,f,40,7,2013
Pmoestus,16.0,f,40,7,2013
Pmoestus,.,f,40,7,2013
Prelictus,15.0,m,40,7,2013
Prostratus,18.0,f,42,7,2013
Pstygicus,17.5,f,42,7,2013
Scanadensis,20.0,m,42,7,2013
Cgoryi,22.0,f,2,1,2014
Slecontei,13.0,m,2,1,2014
Ainterstitialis,11.0,f,4,1,2014
Alucidula,12.0,f,4,1,2014
Cemarginatus,16.0,m,4,1,2014
Cemarginatus,15.5,m,4,1,2014
Cemarginatus,14.0,m,4,1,2014
Cemarginatus,14.0,m,4,1,2014
Cemarginatus,17.0,f,4,1,2014
Cemarginatus,15.5,m,4,1,2014
Cemarginatus,15.5,m,4,1,2014
Cgoryi,23.0,m,4,1,2014
Cgoryi,23.5,f,4,1,2014
Cgoryi,23.0,f,4,1,2014
Cgoryi,22.0,m,4,1,2014
Cgoryi,21.0,m,4,1,2014
Dpolitus,13.5,m,4,1,2014
Dpolitus,14.0,m,4,1,2014
Dpolitus,13.8,m,4,1,2014
Dsculptilis,19.5,m,4,1,2014
Dsculptilis,17.5,m,4,1,2014
Dsculptilis,20.0,f,4,1,2014
Dteter,20.5,m,4,1,2014
Padoxus,15.8,f,4,1,2014
Pdecentis,12.0,m,4,1,2014
Pmoestus,20.0,m,4,1,2014
Slecontei,14.0,f,4,1,2014
Slecontei,15.2,f,4,1,2014
Cfucatus,16.5,m,11,1,2014
Cfucatus,16.5,f,11,1,2014
Cemarginatus,15.5,f,19,1,2014
Cfucatus,17.0,m,19,1,2014
Cfucatus,16.0,m,19,1,2014
Cfucatus,17.0,f,19,1,2014
Oparmatus,8.0,f,19,1,2014
Ptenuicollis,11.8,f,19,1,2014
Ptenuicollis,12.0,f,19,1,2014
Dpolitus,16.2,m,21,1,2014
Dteter,22.0,f,21,1,2014
Dteter,20.0,m,21,1,2014
Prostratus,16.8,m,21,1,2014
Alucidula,11.0,m,22,1,2014
Cemarginatus,15.0,f,22,1,2014
Cemarginatus,16.5,m,22,1,2014
Cgoryi,22.0,f,22,1,2014
Dpolitus,13.5,m,22,1,2014
Dteter,19.0,m,22,1,2014
Dteter,19.0,m,22,1,2014
Dteter,20.5,m,22,1,2014
Dteter,20.0,m,22,1,2014
Dteter,21.0,m,22,1,2014
Prostratus,17.0,m,22,1,2014
Prostratus,17.0,m,22,1,2014
Ptenuicollis,12.5,f,22,1,2014
Dteter,19.5,f,23,1,2014
Dteter,22.0,m,23,1,2014
Prostratus,17.0,f,23,1,2014
Scanadensis,13.5,m,23,1,2014
Scanadensis,12.5,m,23,1,2014
Slecontei,14.5,f,23,1,2014
Slecontei,15.5,f,23,1,2014
Amelanopus,15.0,m,24,1,2014
Dpolitus,14.0,m,24,1,2014
Oparmatus,8.5,f,24,1,2014
Pcoracinus,17.2,m,24,1,2014
Ptenuicollis,12.0,m,24,1,2014
Cemarginatus,15.5,f,25,1,2014
Cemarginatus,15.0,m,25,1,2014
Cemarginatus,15.8,f,25,1,2014
Cemarginatus,15.0,m,25,1,2014
Cemarginatus,15.5,f,25,1,2014
Cgoryi,24.0,f,25,1,2014
Cgoryi,23.0,f,25,1,2014
Oparmatus,8.5,f,25,1,2014
Ptenuicollis,12.0,f,25,1,2014
Slecontei,15.0,f,25,1,2014
Slecontei,14.5,m,25,1,2014
Slecontei,14.5,m,25,1,2014
Slecontei,14.0,f,25,1,2014
Tautumnalis,9.0,f,25,1,2014
Tautumnalis,9.0,f,25,1,2014
Tautumnalis,8.5,f,25,1,2014
Tautumnalis,7.5,m,27,1,2014
Tautumnalis,8.0,f,27,1,2014
Cemarginatus,16.5,f,29,1,2014
Cfucatus,16.0,m,29,1,2014
Cfucatus,16.0,m,29,1,2014
Cfucatus,15.5,m,29,1,2014
Cfucatus,16.0,f,29,1,2014
Cfucatus,17.0,m,29,1,2014
Cfucatus,17.0,m,29,1,2014
Cfucatus,15.5,m,29,1,2014
Cfucatus,17.0,f,29,1,2014
Cfucatus,16.0,m,29,1,2014
Cfucatus,15.0,f,29,1,2014
Cgoryi,21.5,f,29,1,2014
Dteter,20.5,f,29,1,2014
Dteter,19.0,m,29,1,2014
Plachrymosus,16.5,f,29,1,2014
Psayanus,11.0,f,29,1,2014
Cfucatus,17.0,f,30,1,2014
Cfucatus,17.5,f,30,1,2014
Cfucatus,16.0,m,30,1,2014
Cfucatus,16.0,m,30,1,2014
Cfucatus,16.0,f,30,1,2014
Cfucatus,17.0,m,30,1,2014
Cfucatus,16.0,m,30,1,2014
Cfucatus,15.5,m,30,1,2014
Cfucatus,16.5,f,30,1,2014
Cfucatus,16.5,m,30,1,2014
Cgoryi,24.5,f,30,1,2014
Cgoryi,20.5,m,30,1,2014
Csigillatus,17.5,m,30,1,2014
Pmoestus,18.8,m,30,1,2014
Psayanus,11.0,f,30,1,2014
Slecontei,13.0,m,31,1,2014
Cfucatus,16.5,m,32,1,2014
Psayanus,11.0,f,32,1,2014
Prostratus,17.0,m,33,1,2014
Plachrymosus,15.5,m,34,1,2014
Slecontei,14.5,f,34,1,2014
Tautumnalis,8.0,f,34,1,2014
Tautumnalis,8.0,f,34,1,2014
Tautumnalis,8.0,f,34,1,2014
Tautumnalis,7.2,f,34,1,2014
Tautumnalis,7.5,m,34,1,2014
Tautumnalis,8.5,f,34,1,2014
Tautumnalis,8.5,m,34,1,2014
Tautumnalis,9.0,f,34,1,2014
Tautumnalis,7.0,f,34,1,2014
Tautumnalis,7.8,f,34,1,2014
Tautumnalis,7.0,f,34,1,2014
Tautumnalis,8.8,f,34,1,2014
Cgoryi,21.5,f,36,1,2014
Pmoestus,19.0,m,36,1,2014
Prostratus,18.5,m,36,1,2014
Prostratus,18.8,m,36,1,2014
Slecontei,14.0,m,36,1,2014
Cfucatus,16.0,m,37,1,2014
Csodalis,16.5,m,37,1,2014
Cfucatus,16.5,m,38,1,2014
Phamiltoni,12.8,m,38,1,2014
Cemarginatus,15.0,m,39,1,2014
Cemarginatus,14.0,f,39,1,2014
Cemarginatus,14.5,m,39,1,2014
Cfucatus,15.0,m,39,1,2014
Cfucatus,15.5,m,39,1,2014
Cfucatus,16.0,f,39,1,2014
Cfucatus,14.5,m,39,1,2014
Cfucatus,14.5,m,39,1,2014
Dteter,19.5,f,39,1,2014
Ptrinarius,14.5,f,39,1,2014
Ptrinarius,13.0,f,39,1,2014
Slecontei,13.0,m,39,1,2014
Tautumnalis,8.0,f,39,1,2014
Cfucatus,17.2,f,40,1,2014
Dteter,20.5,m,40,1,2014
Pdecentis,12.0,f,40,1,2014
Pdecentis,12.0,f,40,1,2014
Pstygicus,16.0,f,40,1,2014
Cfucatus,15.0,m,1,2,2014
Dteter,19.5,m,1,2,2014
Cgoryi,21.5,m,2,2,2014
Dteter,20.0,m,2,2,2014
Dteter,18.0,f,2,2,2014
Dteter,20.0,f,2,2,2014
Pstygicus,15.0,f,2,2,2014
Naeneus,6.5,1,3,2,2014
Alucidula,11.0,f,4,2,2014
Alucidula,10.5,f,4,2,2014
Cemarginatus,15.0,f,4,2,2014
Dteter,20.5,m,4,2,2014
Cemarginatus,14.0,f,5,2,2014
Cemarginatus,15.0,f,5,2,2014
Cemarginatus,16.0,f,5,2,2014
Cemarginatus,15.0,f,5,2,2014
Csodalis,17.0,f,5,2,2014
Dteter,19.0,m,5,2,2014
Patratus,15.0,f,5,2,2014
Pstygicus,15.0,f,5,2,2014
Pstygicus,15.0,m,5,2,2014
Cemarginatus,14.0,f,6,2,2014
Cgoryi,22.0,m,6,2,2014
Csodalis,18.0,f,8,2,2014
Csodalis,17.0,f,8,2,2014
Cgoryi,22.5,f,9,2,2014
Cgoryi,23.0,f,9,2,2014
Dpolitus,13.0,f,9,2,2014
Dteter,18.0,m,9,2,2014
Dteter,21.0,f,9,2,2014
Dteter,21.0,f,10,2,2014
Slecontei,14.0,f,10,2,2014
Ptenuicollis,14.0,f,11,2,2014
Alucidula,12.0,f,12,2,2014
Alucidula,11.0,f,12,2,2014
Csigillatus,16.0,m,12,2,2014
Naeneus,6.0,f,12,2,2014
Cemarginatus,15.0,f,13,2,2014
Cgoryi,22.0,f,13,2,2014
Cgoryi,22.0,f,13,2,2014
Cgoryi,21.0,m,13,2,2014
Cgoryi,21.0,f,13,2,2014
Cgoryi,24.0,f,13,2,2014
Dpolitus,14.0,m,13,2,2014
Dteter,18.0,f,13,2,2014
Dteter,19.0,f,13,2,2014
Dteter,19.0,m,13,2,2014
Dteter,18.0,f,13,2,2014
Dteter,19.0,f,13,2,2014
Dteter,20.0,f,13,2,2014
Dteter,19.5,m,13,2,2014
Dteter,21.0,f,13,2,2014
Dteter,21.0,f,13,2,2014
Dteter,20.0,f,13,2,2014
Mcyanescens,15.0,f,13,2,2014
Mimperfectus,6.5,f,13,2,2014
Pmoestus,18.0,m,13,2,2014
Pmoestus,18.0,f,13,2,2014
Slecontei,13.0,f,13,2,2014
Slecontei,14.0,m,13,2,2014
Slecontei,14.0,f,13,2,2014
Slecontei,14.0,f,13,2,2014
Cemarginatus,15.0,f,14,2,2014
Cemarginatus,14.0,f,14,2,2014
Cemarginatus,15.0,m,14,2,2014
Cgoryi,23.0,f,14,2,2014
Cgoryi,21.0,f,14,2,2014
Cgoryi,22.0,f,14,2,2014
Dteter,18.0,m,14,2,2014
Dteter,20.0,m,14,2,2014
Dteter,20.0,f,14,2,2014
Dteter,19.0,m,14,2,2014
Dteter,19.0,m,14,2,2014
Dteter,20.0,f,14,2,2014
Nnitidipennis,7.0,m,14,2,2014
Pmoestus,18.0,m,14,2,2014
Slecontei,14.0,m,14,2,2014
Slecontei,13.0,f,14,2,2014
Slecontei,15.0,f,14,2,2014
Slecontei,14.0,f,14,2,2014
Slecontei,13.0,f,14,2,2014
Slecontei,14.0,f,14,2,2014
Ainterstitialis,11.0,f,15,2,2014
Cemarginatus,15.0,m,15,2,2014
Cemarginatus,15.0,m,15,2,2014
Cemarginatus,14.0,m,15,2,2014
Cgoryi,23.0,f,15,2,2014
Cgoryi,23.0,f,15,2,2014
Dsculptilis,17.0,f,15,2,2014
Dsculptilis,17.0,f,15,2,2014
Dsculptilis,16.0,m,15,2,2014
Dteter,18.0,f,15,2,2014
Dteter,22.0,f,15,2,2014
Dteter,20.0,m,15,2,2014
Dteter,20.0,m,15,2,2014
Dteter,20.0,f,15,2,2014
Dteter,17.0,f,15,2,2014
Dteter,18.0,m,15,2,2014
Mcoracinus,15.0,m,15,2,2014
Ptenuicollis,12.0,f,15,2,2014
Slecontei,14.0,m,15,2,2014
Slecontei,13.0,m,15,2,2014
Slecontei,14.0,m,15,2,2014
Slecontei,14.0,f,15,2,2014
Cemarginatus,14.0,f,16,2,2014
Cemarginatus,14.0,m,16,2,2014
Cemarginatus,14.0,m,16,2,2014
Cemarginatus,14.0,m,16,2,2014
Cgoryi,21.0,f,16,2,2014
Cgoryi,24.0,f,16,2,2014
Cgoryi,23.0,f,16,2,2014
Cgoryi,23.0,f,16,2,2014
Cgoryi,22.0,m,16,2,2014
Cgoryi,22.0,f,16,2,2014
Cgoryi,22.0,f,16,2,2014
Cgoryi,22.0,f,16,2,2014
Cgoryi,22.0,f,16,2,2014
Dpolitus,14.0,f,16,2,2014
Dsculptilis,19.0,f,16,2,2014
Dteter,19.5,m,16,2,2014
Nterminata,8.0,m,16,2,2014
Nterminata,8.5,f,16,2,2014
Afidele,8.0,f,17,2,2014
Afidele,8.0,f,17,2,2014
Pangustatus,14.5,m,17,2,2014
Pangustatus,15.0,m,17,2,2014
Pangustatus,15.0,f,17,2,2014
Pstygicus,14.0,m,17,2,2014
Pstygicus,15.5,m,17,2,2014
Ptenuicollis,12.0,f,17,2,2014
Ptenuicollis,10.5,f,17,2,2014
Ptenuicollis,10.0,m,17,2,2014
Ptenuicollis,11.5,f,17,2,2014
Ptenuicollis,11.0,m,17,2,2014
Ptenuicollis,11.0,m,17,2,2014
Slecontei,14.0,f,17,2,2014
Cemarginatus,14.0,m,18,2,2014
Cemarginatus,14.0,f,18,2,2014
Cemarginatus,14.0,f,18,2,2014
Mcoracinus,13.0,m,18,2,2014
Padoxus,15.0,f,18,2,2014
Slecontei,15.0,m,18,2,2014
Slecontei,14.0,f,18,2,2014
Cemarginatus,14.0,f,19,2,2014
Cfucatus,15.5,m,19,2,2014
Cfucatus,15.0,m,20,2,2014
Csigillatus,16.0,m,20,2,2014
Phamiltoni,12.0,m,20,2,2014
Phamiltoni,12.5,m,20,2,2014
Phamiltoni,14.0,f,20,2,2014
Phamiltoni,12.0,m,20,2,2014
Tautumnalis,8.0,f,20,2,2014
Cemarginatus,16.0,m,21,2,2014
Cemarginatus,13.5,m,21,2,2014
Cemarginatus,16.0,f,21,2,2014
Cemarginatus,14.0,m,21,2,2014
Cemarginatus,15.0,m,21,2,2014
Cemarginatus,15.0,m,21,2,2014
Dpolitus,14.0,m,21,2,2014
Dteter,19.0,f,21,2,2014
Dteter,22.0,f,21,2,2014
Dteter,20.5,m,21,2,2014
Dteter,20.0,m,21,2,2014
Dteter,19.0,m,21,2,2014
Dteter,20.0,m,21,2,2014
Pmoestus,17.5,m,21,2,2014
Pmoestus,18.0,m,21,2,2014
Pmoestus,18.0,m,21,2,2014
Ptenuicollis,12.0,f,21,2,2014
Cemarginatus,15.5,m,22,2,2014
Cgoryi,21.0,f,22,2,2014
Csigillatus,18.0,f,22,2,2014
Dpolitus,14.0,m,22,2,2014
Dpolitus,15.0,f,22,2,2014
Dpolitus,14.0,m,22,2,2014
Dpolitus,14.0,m,22,2,2014
Dpolitus,15.0,m,22,2,2014
Dteter,18.0,m,22,2,2014
Dteter,17.0,f,22,2,2014
Dteter,20.0,f,22,2,2014
Dteter,22.0,f,22,2,2014
Dteter,20.0,m,22,2,2014
Dteter,18.0,m,22,2,2014
Dteter,19.0,m,22,2,2014
Dteter,19.5,m,22,2,2014
Parenaria,7.0,f,22,2,2014
Plachrymosus,15.0,m,22,2,2014
Pmoestus,18.0,f,22,2,2014
Ptenuicollis,11.0,f,22,2,2014
