Quadrat,Treatment,Canopy,Veg,Disturbance,Interval,DateSet,DateColl,Trap_Days,Aexcavatum,Aferreum,Afidele,Ainterstitialis,Xlugubris,Alucidula,Cgregarius,Cgoryi,Cemarginatus,Pdiligendus,Csigillatus,Cfucatus,Cssodalis,Dpolitus,Dsculptilis,Dteter,Climbata,Ghonestus,Tvulpeculus,Tautumnalis,Mcoracinus,Mcyanescens,Nnitidipennis,Nterminatus,Naeneus,Sandrewsi,Sviduus,Mimperfecta,Scanadensis,Sslecontei,Simpunctatus,Pllucublandus,Pangustatus,Phypolithos,Pdecentis,Ptenuicollis,Padoxus,Patratus,Phamiltoni,Plachrymosus,Pmoestus,Pmutus,Pcoracinus,Pstygicus,Prostratus,Ptristis,Tquadristriatus,Oparmatus
26,Light+Veg,1,1,Pre-Disturbance,6,8/13/2013,8/27/2013,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,Control,0,0,Pre-Disturbance,6,8/13/2013,8/27/2013,14,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
28,Light+Veg,1,1,Pre-Disturbance,6,8/13/2013,8/27/2013,14,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
29,Control,0,0,Control 1,6,8/14/2013,8/28/2013,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0
30,Control,0,0,Control 1,6,8/14/2013,8/28/2013,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
31,Control,0,0,Control 1,6,8/14/2013,8/28/2013,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0
32,Control,0,0,Control 1,6,8/14/2013,8/28/2013,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Control,0,0,Control 2,6,8/13/2013,8/27/2013,14,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,1,0,0,0,0,4,0,0
34,Control,0,0,Control 2,6,8/13/2013,8/27/2013,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,1,0,0,0,0,4,0,0
35,Control,0,0,Control 2,6,8/13/2013,8/27/2013,14,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,5,0,0
36,Control,0,0,Control 2,6,8/13/2013,8/27/2013,14,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,5,0,0,0,0,5,0,0
37,Control,0,0,Control 3,6,8/13/2013,8/27/2013,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
38,Control,0,0,Control 3,6,8/13/2013,8/27/2013,14,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
39,Control,0,0,Control 3,6,8/13/2013,8/28/2013,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
40,Control,0,0,Control 3,6,8/13/2013,8/28/2013,15,0,0,1,0,0,0,2,2,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,Light,1,0,Pre-Disturbance,7,8/28/2013,9/11/2013,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,Control,0,0,Pre-Disturbance,7,8/28/2013,9/11/2013,14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Veg,0,1,Pre-Disturbance,7,8/28/2013,9/11/2013,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
4,Control,0,0,Pre-Disturbance,7,8/28/2013,9/11/2013,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0
5,Veg,0,1,Pre-Disturbance,7,8/28/2013,9/11/2013,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,11,1,0,0,0,0,0,0,0,0,0
6,Light,1,0,Pre-Disturbance,7,8/28/2013,9/11/2013,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Light+Veg,1,1,Pre-Disturbance,7,8/28/2013,9/11/2013,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,10,0,0,0,0,0,1,0,1,0,0
8,Light+Veg,1,1,Pre-Disturbance,7,8/28/2013,9/11/2013,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Veg,0,1,Pre-Disturbance,7,8/28/2013,9/11/2013,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0
10,Light+Veg,1,1,Pre-Disturbance,7,8/28/2013,9/11/2013,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Control,0,0,Pre-Disturbance,7,8/28/2013,9/11/2013,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,Light+Veg,1,1,Pre-Disturbance,7,8/28/2013,9/11/2013,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,4,0,0,1,0,0,0,0,1,1,0,0
13,Veg,0,1,Pre-Disturbance,7,8/28/2013,9/11/2013,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,Light,1,0,Pre-Disturbance,7,8/28/2013,9/11/2013,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15,Light,1,0,Pre-Disturbance,7,8/28/2013,9/11/2013,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
16,Veg,0,1,Pre-Disturbance,7,8/28/2013,9/11/2013,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
17,Light,1,0,Pre-Disturbance,7,8/27/2013,9/10/2013,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Veg,0,1,Pre-Disturbance,7,8/27/2013,9/10/2013,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,Control,0,0,Pre-Disturbance,7,8/27/2013,9/10/2013,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,Light,1,0,Pre-Disturbance,7,8/27/2013,9/10/2013,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,Control,0,0,Pre-Disturbance,7,8/27/2013,9/10/2013,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Light+Veg,1,1,Pre-Disturbance,7,8/27/2013,9/10/2013,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Control,0,0,Pre-Disturbance,7,8/27/2013,9/10/2013,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Light+Veg,1,1,Pre-Disturbance,7,8/27/2013,9/10/2013,14,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,Control,0,0,Control 1,7,8/28/2013,9/11/2013,14,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
30,Control,0,0,Control 1,7,8/28/2013,9/11/2013,14,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0
31,Control,0,0,Control 1,7,8/28/2013,9/11/2013,14,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
32,Control,0,0,Control 1,7,8/28/2013,9/11/2013,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,Control,0,0,Control 2,7,8/27/2013,9/10/2013,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,7,0,0
34,Control,0,0,Control 2,7,8/27/2013,9/10/2013,14,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,11,0,0
35,Control,0,0,Control 2,7,8/27/2013,9/10/2013,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
36,Control,0,0,Control 2,7,8/27/2013,9/10/2013,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0
37,Control,0,0,Control 3,7,8/27/2013,9/10/2013,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Control,0,0,Control 3,7,8/27/2013,9/10/2013,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
39,Control,0,0,Control 3,7,8/28/2013,9/10/2013,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Control,0,0,Control 3,7,8/28/2013,9/10/2013,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
